negation,formalization
"['anies', 'sosok', 'capres', 'yang', 'tidak_milik', 'adab', 'kepada', 'orang', 'yang', 'lebih', 'tua', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']","['anies', 'sosok', 'capres', 'yang', 'tidak_milik', 'adab', 'kepada', 'orang', 'yang', 'lebih', 'tua', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']"
"['softwarnews', 'macam', 'serang', 'prabowo', 'ke', 'anies', 'lalu', 'anies', 'nampol', 'balik', 'prabowo', 'woi']","['softwarnews', 'macam', 'serang', 'prabowo', 'ke', 'anies', 'lalu', 'anies', 'nampol', 'balik', 'prabowo', 'woi']"
"['kantaldkintil', 'bukanasamgaram', 'tapi', 'yg', 'jadi', 'anggota', 'mrk', 'yg', 'bunuh', 'kan', 'orang', 'udah', 'bunuh', 'tidak_dapet', 'jabat', 'anies', 'tidak_nolong', 'klo', 'mrk', 'mau', 'nyoblos', 'dukung', 'itu', 'cm', 'hak', 'warga', 'negara', 'mau', 'golput', 'jg', 'hak', 'mrk', 'lama', 'mrk', 'tidak_genocide', 'supporters', 'or', 'genocide', 'actors', 'dan', 'tidak_kasih', 'jabat', 'mrk', 'tidak_bsa', 'buat', 'ap']","['kantaldkintil', 'bukanasamgaram', 'tapi', 'yang', 'jadi', 'anggota', 'mrk', 'yang', 'bunuh', 'kan', 'orang', 'sudah', 'bunuh', 'tidak_dapat', 'jabat', 'anies', 'tidak_nolong', 'kalau', 'mrk', 'mau', 'mencoblos', 'dukung', 'itu', 'cm', 'hak', 'warga', 'negara', 'mau', 'golongan putih', 'juga', 'hak', 'mrk', 'lama', 'mrk', 'tidak_genocide', 'supporters', 'or', 'genocide', 'actors', 'dan', 'tidak_kasih', 'jabat', 'mrk', 'tidak_bisa', 'buat', 'apa']"
"['anies', 'selalu', 'jebak', 'dalam', 'asumsi', 'pribadi', 'tanpa', 'ada', 'dukung', 'bukti', 'dan', 'fakta', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']","['anies', 'selalu', 'jebak', 'dalam', 'asumsi', 'pribadi', 'tanpa', 'ada', 'dukung', 'bukti', 'dan', 'fakta', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']"
"['sujarmufc', 'dandhy', 'laksono', 'tidak_ada', 'yg', 'peduli', 'org', 'di', 'km', 'itu', 'puja', 'riziq', 'soal', 'tidak_usah', 'turun', 'suara', 'anies', 'dgn', 'org', 'kaya', 'riziq', 'dan', 'ikut']","['sujarmufc', 'dandhy', 'laksono', 'tidak_ada', 'yang', 'peduli', 'orang', 'di', 'kamu', 'itu', 'puja', 'riziq', 'soal', 'tidak_perlu', 'turun', 'suara', 'anies', 'dengan', 'orang', 'kaya', 'riziq', 'dan', 'ikut']"
"['kamaloeby', 'tvonenews', 'jgn', 'suuzon', 'bang', 'orang', 'paling', 'ikhlas', 'itu', 'pak', 'prabowo', 'tidak_mungkin', 'main', 'cara', 'kotor', 'seperti', 'itu', 'pak', 'prabowo', 'pasti', 'ikhlas', 'kalo', 'nanti', 'tidak_pilih', 'lagi', 'pak', 'prabowo', 'ikhlas', 'klo', 'anies', 'atau', 'ganjar', 'yg', 'pilih', 'nanti', 'tapi', 'kok', 'aku', 'percaya', '', 'ya', 'sama', 'statemt', 'abang']","['kamaloeby', 'tvonenews', 'jangan', 'suuzon', 'bang', 'orang', 'paling', 'ikhlas', 'itu', 'pak', 'prabowo', 'tidak_mungkin', 'main', 'cara', 'kotor', 'seperti', 'itu', 'pak', 'prabowo', 'pasti', 'ikhlas', 'kalau', 'nanti', 'tidak_pilih', 'lagi', 'pak', 'prabowo', 'ikhlas', 'kalau', 'anies', 'atau', 'ganjar', 'yang', 'pilih', 'nanti', 'tapi', 'kok', 'aku', 'percaya', '', 'iya', 'sama', 'statemt', 'abang']"
"['suka', 'suka', 'orang', 'lah', 'mau', 'milih', 'anies', 'atau', 'kaga', 'lucu', 'bgt', 'dukung', 'anies', 'tukang', 'guilttrip', 'orang', 'liat', 'noh', 'swing', 'voters', 'juga', 'belum', 'tentu', 'mau', 'ngevote', 'anies', 'awokwok']","['suka', 'suka', 'orang', 'lah', 'mau', 'milih', 'anies', 'atau', 'tidak', 'lucu', 'banget', 'dukung', 'anies', 'tukang', 'guilttrip', 'orang', 'lihat', 'noh', 'swing', 'voters', 'juga', 'belum', 'tentu', 'mau', 'ngevote', 'anies', 'awokwok']"
"['anies', 'kembali', 'lihat', 'munafik', 'kait', 'sikap', 'hadap', 'lanjut', 'ikn', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']","['anies', 'kembali', 'lihat', 'munafik', 'kait', 'sikap', 'hadap', 'lanjut', 'ikn', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']"
"['ayatuarmad', 'kompascom', 'anies', 'sama', 'ganjar', 'jadi', 'olah', 'kerja', 'sama', 'padahal', 'ngalir', 'aja', 'itu']","['ayatuarmad', 'kompascom', 'anies', 'sama', 'ganjar', 'jadi', 'olah', 'kerja', 'sama', 'padahal', 'ngalir', 'saja', 'itu']"
"['moga', 'anies', 'menang', 'amin', 'aamiin', 'tolong', 'amin', 'gaes']","['moga', 'anies', 'menang', 'aamiin', 'aamiin', 'tolong', 'aamiin', 'gaes']"
"['agama', 'islam', 'ajar', 'kita', 'untuk', 'bakti', 'kepada', 'dua', 'orang', 'tua', 'dinding', 'adidas', 'karina', 'surabaya', 'anies', 'daesang', 'gempa', 'islam']","['agama', 'islam', 'ajar', 'kita', 'untuk', 'bakti', 'kepada', 'dua', 'orang', 'tua', 'dinding', 'adidas', 'karina', 'surabaya', 'anies', 'daesang', 'gempa', 'islam']"
"['akhir', 'anies', 'kena', 'batu', 'karena', 'ucap', 'kait', 'udara', 'ber', 'ktp', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']","['akhir', 'anies', 'kena', 'batu', 'karena', 'ucap', 'kait', 'udara', 'ber', 'ktp', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']"
"['celana', 'panjang', 'chino', 'pria', 'murah', 'dan', 'kualitas', 'dapat', 'cashback', '', 'di', 'shopee', 'video', 'anies', 'prabowo', 'gaco', 'daesang', 'surabaya', 'gempa', 'ayo', 'lihat', 'video', 'di', 'shopee', 'video']","['celana', 'panjang', 'chino', 'pria', 'murah', 'dan', 'kualitas', 'dapat', 'cashback', '', 'di', 'shopee', 'video', 'anies', 'prabowo', 'gaco', 'daesang', 'surabaya', 'gempa', 'ayo', 'lihat', 'video', 'di', 'shopee', 'video']"
"['andika', 'muchlis', 'ar', 'jelas', 'lebih', 'pantes', 'dari', 'anies']","['andika', 'muchlis', 'ar', 'jelas', 'lebih', 'pantas', 'dari', 'anies']"
"['serang', 'apalagi', 'yg', 'akan', 'kerja', 'si', 'memed', 'hari', 'ini', 'partaisocmed', 'buzzer', 'ayah', 'di', 'semua', 'medsos', 'telah', 'debat', 'kpu', 'serang', 'kalap', 'sekali', 'di', 'rl', 'nyata', 'sudah', 'ada', 'hasil', 'prabowo', 'cenderung', 'negatif', 'anies', 'pelan', 'sudah', 'banyak', 'bicara', 'semua', 'kalang', 'titik', 'cerah']","['serang', 'apalagi', 'yang', 'akan', 'kerja', 'si', 'memed', 'hari', 'ini', 'partaisocmed', 'buzzer', 'ayah', 'di', 'semua', 'media sosial', 'telah', 'debat', 'kpu', 'serang', 'kalap', 'sekali', 'di', 'rl', 'nyata', 'sudah', 'ada', 'hasil', 'prabowo', 'cenderung', 'negatif', 'anies', 'pelan', 'sudah', 'banyak', 'bicara', 'semua', 'kalang', 'titik', 'cerah']"
"['propaganda', 'aniesbaswedan', 'prabowo', 'panggung', 'debat', 'itu', 'panggung', 'ny', 'ganjar', 'sm', 'anies', 'klo', 'kalah', 'di', 'panggung', 'langsung', 'ulti', 'nya', 'pake', 'surat', 'lah', 'ini', 'lah', 'itu', 'lah', 'nyari', 'kunci', 'pokok', 'hahahaha', 'para', 'badut', 'politik']","['propaganda', 'aniesbaswedan', 'prabowo', 'panggung', 'debat', 'itu', 'panggung', 'ny', 'ganjar', 'sm', 'anies', 'kalau', 'kalah', 'di', 'panggung', 'langsung', 'terakhir', 'nya', 'pakai', 'surat', 'lah', 'ini', 'lah', 'itu', 'lah', 'mencari', 'kunci', 'pokok', 'tertawa', 'para', 'badut', 'politik']"
"['geiszchalifah', 'tinggal', 'prabowo', 'dukung', 'ke', 'anies', 'baswedan', 'lebih', 'mampu', 'ayom', 'rakyat', 'indonesia', 'depan']","['geiszchalifah', 'tinggal', 'prabowo', 'dukung', 'ke', 'anies', 'baswedan', 'lebih', 'mampu', 'ayom', 'rakyat', 'indonesia', 'depan']"
"['singgung', 'soal', 'janji', 'tidak_akan', 'maju', 'jika', 'ada', 'prabowo', 'dalam', 'pilpres', 'anies', 'saya', 'komitmen', 'di', 'dki']","['singgung', 'soal', 'janji', 'tidak_akan', 'maju', 'jika', 'ada', 'prabowo', 'dalam', 'pilpres', 'anies', 'saya', 'komitmen', 'di', 'dki']"
"['abah', 'anies', 'memang', 'tidak_bisa', 'percaya', 'kata', 'nya', 'tukang', 'obral', 'janji']","['abah', 'anies', 'memang', 'tidak_bisa', 'percaya', 'kata', 'nya', 'tukang', 'obral', 'janji']"
"['sam', 'sul', 'vivacoid', 'parah', 'banget', 'cantik', 'udah', 'gitu', 'keren', 'lagi', 'dukung', 'pak', 'anies', 'sempurna']","['sam', 'sul', 'vivacoid', 'parah', 'banget', 'cantik', 'sudah', 'gitu', 'bagus', 'lagi', 'dukung', 'pak', 'anies', 'sempurna']"
"['andre', 'rosiade', 'haha', 'janji', 'apa', 'yang', 'batas', 'hak', 'orang', 'lain', 'untuk', 'abdi', 'kepada', 'negara', 'emang', 'bisa', 'jamin', 'hak', 'hidup', 'anies', 'baswedan', 'sedih', 'sekali', 'kualitas', 'pikir', 'makin', 'turun']","['andre', 'rosiade', 'tertawa', 'janji', 'apa', 'yang', 'batas', 'hak', 'orang', 'lain', 'untuk', 'abdi', 'kepada', 'negara', 'emang', 'bisa', 'jamin', 'hak', 'hidup', 'anies', 'baswedan', 'sedih', 'sekali', 'kualitas', 'pikir', 'makin', 'turun']"
"['sobat', 'anies', 'partaisocmed', 'fans', 'bole', 'otak', 'pakai', 'nyata', 'jadi', 'hoax', 'hoax', 'kalian', 'buat', 'jd', 'nyata', 'yg', 'nonton', 'bnyk']","['sobat', 'anies', 'partaisocmed', 'fans', 'boleh', 'otak', 'pakai', 'nyata', 'jadi', 'isu bohong', 'isu bohong', 'kalian', 'buat', 'jadi', 'nyata', 'yang', 'nonton', 'banyak']"
"['nopeq', 'sam', 'idim', 'hasyimmah', 'main', 'aman', 'gimana', 'jauh', 'pikir', 'awam', 'gw', 'itu', 'jelas', 'bgt', 'kok', 'sikap', 'anies', 'ttg', 'ikn', 'apa', 'lo', 'doang', 'yg', 'tidak_faham']","['nopeq', 'sam', 'idim', 'hasyimmah', 'main', 'aman', 'bagaimana', 'jauh', 'pikir', 'awam', 'saya', 'itu', 'jelas', 'banget', 'kok', 'sikap', 'anies', 'tentang', 'ikn', 'apa', 'kamu', 'doang', 'yang', 'tidak_paham']"
"['ayo', 'viralkan', 'rekam', 'jejak', 'anies', 'rasyid', 'baswedan', 'ketika', 'pimpin', 'dki', 'jkt']","['ayo', 'viralkan', 'rekam', 'jejak', 'anies', 'rasyid', 'baswedan', 'ketika', 'pimpin', 'dki', 'jakarta']"
"['gyupuppiy', 'nama', 'gerinda', 'jg', 'naik', 'pdhl', 'lebih', 'dr', 'th', 'yg', 'lalu', 'pasang', 'dgn', 'mega', 'olah', 'olah', 'prabowo', 'dan', 'gerindra', 'lebih', 'kecil', 'dr', 'anies', 'njirrtt']","['gyupuppiy', 'nama', 'gerinda', 'juga', 'naik', 'padahal', 'lebih', 'dari', 'th', 'yang', 'lalu', 'pasang', 'dengan', 'mega', 'olah', 'olah', 'prabowo', 'dan', 'gerindra', 'lebih', 'kecil', 'dari', 'anies', 'njirrtt']"
"['partaisocmed', 'betul', 'cocok', 'jadi', 'bapak', 'bangsa', 'king', 'maker', 'tp', 'tidak_cocok', 'jadi', 'presiden', 'presiden', 'biar', 'yg', 'cocok', 'aja', 'anies', 'atau', 'ganjar']","['partaisocmed', 'betul', 'cocok', 'jadi', 'bapak', 'bangsa', 'king', 'maker', 'tapi', 'tidak_cocok', 'jadi', 'presiden', 'presiden', 'biar', 'yang', 'cocok', 'saja', 'anies', 'atau', 'ganjar']"
"['xquitavee', 'hati', 'hati', 'anies', 'sudah', 'dekat', 'abd', 'somad']","['xquitavee', 'hati', 'hati', 'anies', 'sudah', 'dekat', 'abd', 'somad']"
"['anies', 'cerdas', '', 'amp', 'jujur', 'itu', 'fakta']","['anies', 'cerdas', '', 'amp', 'jujur', 'itu', 'fakta']"
"['nathpribady', 'kenapa', 'pada', 'takut', 'sama', 'fpi', 'dah', 'organisasi', 'udah', 'bubar', 'kok', 'takut', 'sama', 'ideologi', 'emang', 'power', 'mereka', 'besar', 'apa', 'pas', 'anies', 'jabat', 'jadi', 'gub', 'dki', 'ngadain', 'christmas', 'carol', 'ada', 'gitu', 'mantan', 'pentol', 'fpi', 'yg', 'rusuh', 'aduh']","['nathpribady', 'kenapa', 'pada', 'takut', 'sama', 'fpi', 'sudah', 'organisasi', 'sudah', 'bubar', 'kok', 'takut', 'sama', 'ideologi', 'emang', 'power', 'mereka', 'besar', 'apa', 'pas', 'anies', 'jabat', 'jadi', 'gub', 'dki', 'ngadain', 'christmas', 'carol', 'ada', 'gitu', 'mantan', 'pentol', 'fpi', 'yang', 'rusuh', 'aduh']"
"['ndrewstjan', 'itsquaileggs', 'ampun', 'ama', 'ni', 'orang', 'benci', 'ke', 'fpi', 'hrs', 'dan', 'gerombol', 'nya', 'yg', 'kena', 'anies', 'dulu', 'yg', 'kena', 'tuduh', 'mobilisasi', 'keluarga', 'cikeas', 'eh', 'pangeran', 'cikeas', 'kalah', 'putar', 'pertama', 'yg', 'kena', 'anies', 'lagi']","['ndrewstjan', 'itsquaileggs', 'ampun', 'sama', 'ini', 'orang', 'benci', 'ke', 'fpi', 'harus', 'dan', 'gerombol', 'nya', 'yang', 'kena', 'anies', 'dulu', 'yang', 'kena', 'tuduh', 'mobilisasi', 'keluarga', 'cikeas', 'eh', 'pangeran', 'cikeas', 'kalah', 'putar', 'pertama', 'yang', 'kena', 'anies', 'lagi']"
"['lama', 'tuan', 'timbul', 'hidup', 'anies', 'gausah', 'nyapres', 'gitu', 'etika', 'ya', 'tidak_bicara', 'soal', 'etika', 'kaya', 'ini', 'tuan', 'plongo', 'lebih', 'fahan', 'karena', 'sdh', 'menang', 'dari', 'tuan', 'timbul']","['lama', 'tuan', 'timbul', 'hidup', 'anies', 'gausah', 'nyapres', 'gitu', 'etika', 'iya', 'tidak_bicara', 'soal', 'etika', 'kaya', 'ini', 'tuan', 'plongo', 'lebih', 'fahan', 'karena', 'sdh', 'menang', 'dari', 'tuan', 'timbul']"
"['abu', 'waras', 'prabowo', 'kait', 'apbd', 'dki', 'yang', 'puluh', 'trilyun', 'dgn', 'mampu', 'anies', 'atas', 'polusi', 'padahal', 'masalah', 'polusi', 'jkt', 'tidak_soal', 'duit', 'tapi', 'tentang', 'wenang', 'perintah', 'pusat', 'yang', 'stupid', 'soal', 'lingkung', 'itu', 'yang', 'harus', 'koreksi']","['abu', 'waras', 'prabowo', 'kait', 'anggaran pendapatan dan belanja daerah', 'dki', 'yang', 'puluh', 'trilyun', 'dengan', 'mampu', 'anies', 'atas', 'polusi', 'padahal', 'masalah', 'polusi', 'jakarta', 'tidak_soal', 'uang', 'tapi', 'tentang', 'wenang', 'perintah', 'pusat', 'yang', 'stupid', 'soal', 'lingkung', 'itu', 'yang', 'harus', 'koreksi']"
"['fahrihamzah', 'anies', 'lbh', 'baik', 'banding', 'kamu', 'hya', 'dewan', 'jilat', '', 'amp', 'munafik']","['fahrihamzah', 'anies', 'lebih', 'baik', 'banding', 'kamu', 'hya', 'dewan', 'jilat', '', 'amp', 'munafik']"
"['hukum', 'harus', 'tegak', 'untuk', 'semua', 'capres', 'anies', 'singgung', 'gibran', 'saat', 'papar', 'visi', 'dan', 'misi', 'soal', 'tega', 'hukum']","['hukum', 'harus', 'tegak', 'untuk', 'semua', 'capres', 'anies', 'singgung', 'gibran', 'saat', 'papar', 'visi', 'dan', 'misi', 'soal', 'tega', 'hukum']"
"['partaisocmed', 'lamongan', 'viva', 'jatim', 'naskah', 'uji', 'kelas', 'xi', 'di', 'smk', 'muhammadiyah', 'sekar', 'kabupaten', 'lamongan', 'pampang', 'foto', 'calon', 'presiden', 'capres', 'anis', 'baswedan', 'dalam', 'naskah', 'uji', 'mata', 'ajar', 'bahasa', 'inggris', 'yang', 'dapat', 'foto', 'anies', 'baswedan', 'sebut', 'dapat', 'pada', 'poin', 'nomer']","['partaisocmed', 'lamongan', 'viva', 'jatim', 'naskah', 'uji', 'kelas', 'xi', 'di', 'smk', 'muhammadiyah', 'sekar', 'kabupaten', 'lamongan', 'pampang', 'foto', 'calon', 'presiden', 'capres', 'anis', 'baswedan', 'dalam', 'naskah', 'uji', 'mata', 'ajar', 'bahasa', 'inggris', 'yang', 'dapat', 'foto', 'anies', 'baswedan', 'sebut', 'dapat', 'pada', 'poin', 'nomor']"
"['ini', 'poin', 'pakta', 'integritas', 'yang', 'pakat', 'paslon', 'anies', 'baswedan', 'muhaimin', 'iskandar', 'dan', 'dapat', 'dukung', 'ijtima', 'ulama', 'sepenuh', 'pada']","['ini', 'poin', 'pakta', 'integritas', 'yang', 'pakat', 'paslon', 'anies', 'baswedan', 'muhaimin', 'iskandar', 'dan', 'dapat', 'dukung', 'ijtima', 'ulama', 'sepenuh', 'pada']"
"['sam', 'sul', 'vivacoid', 'saha', 'ieu', 'teh', 'meuni', 'geulis', 'kitu', 'tolong', 'sampai', 'salam', 'pada', 'si', 'cantik', 'ini', 'dan', 'kasih', 'tahu', 'bahwasanya', 'saya', 'akan', 'pilih', 'pak', 'anies', 'untuk', 'jadi', 'presiden', 'ri']","['sam', 'sul', 'vivacoid', 'saha', 'ieu', 'kakak perempuan', 'meuni', 'geulis', 'kitu', 'tolong', 'sampai', 'salam', 'pada', 'si', 'cantik', 'ini', 'dan', 'kasih', 'tahu', 'bahwasanya', 'saya', 'akan', 'pilih', 'pak', 'anies', 'untuk', 'jadi', 'presiden', 'ri']"
"['desak', 'anies', 'itu', 'desak', 'nya', 'tidak_asal', 'nama', 'biar', 'tarik', 'di', 'acara', 'itu', 'orang', 'beneran', 'bisa', 'ngedesak', 'yg', 'keras', 'depan', 'muka', 'pak', 'anies']","['desak', 'anies', 'itu', 'desak', 'nya', 'tidak_asal', 'nama', 'biar', 'tarik', 'di', 'acara', 'itu', 'orang', 'beneran', 'bisa', 'ngedesak', 'yang', 'keras', 'depan', 'muka', 'pak', 'anies']"
"['bilegotasecret', 'kasi', 'mau', 'pilih', 'anies', 'dibully', 'emak']","['bilegotasecret', 'kasih', 'mau', 'pilih', 'anies', 'dibully', 'emak']"
"['kutip', 'anies', 'dasar', 'atas', 'berita', 'di', 'tentang', 'prioritas', 'untuk', 'bangun', 'pedestrian', 'untuk', 'cak', 'imin', 'beliau', 'bicara', 'tentang', 'ketidaksepakatannya', 'atas', 'pindah', 'ibukota', 'dan', 'justru', 'teguh', 'stereotipe', 'kalimantan']","['kutip', 'anies', 'dasar', 'atas', 'berita', 'di', 'tentang', 'prioritas', 'untuk', 'bangun', 'pedestrian', 'untuk', 'cak', 'imin', 'beliau', 'bicara', 'tentang', 'ketidaksepakatannya', 'atas', 'pindah', 'ibukota', 'dan', 'justru', 'teguh', 'stereotipe', 'kalimantan']"
"['sudah', 'hari', 'lalu', 'anies', 'tetap', 'trending', 'di', 'twitter', 'tanya', 'kenapa']","['sudah', 'hari', 'lalu', 'anies', 'tetap', 'trend', 'di', 'twitter', 'tanya', 'kenapa']"
"['negativisme', 'gilir', 'ke', 'mas', 'anies', 'ngegas']","['negativisme', 'gilir', 'ke', 'mas', 'anies', 'ngegas']"
"['aminsumantoslow', 'anies', 'musuh', 'negara', 'wakanda', 'tetapi', 'harap', 'bagi', 'rakyat', 'indonesia', 'wakanda', 'no', 'more', 'indonesia', 'forever']","['aminsumantoslow', 'anies', 'musuh', 'negara', 'wakanda', 'tetapi', 'harap', 'bagi', 'rakyat', 'indonesia', 'wakanda', 'no', 'more', 'indonesia', 'forever']"
"['great', 'fleet', 'anies', 'tidak_tolak', 'memang', 'ada', 'gera', 'ini', 'krn', 'jokowi', 'prabowo', 'juga', 'literally', 'tidak_ada', 'yg', 'berani', 'larang', 'juga', 'krn', 'memang', 'massa', 'sedang', 'gusar', 'tapi', 'jelas', 'anies', 'tidak_inisiator', 'dan', 'dalang', 'tidak_nge', 'encourage', 'juga', 'tidak_libat', 'di', 'jadi', 'sama', 'sekali']","['great', 'fleet', 'anies', 'tidak_tolak', 'memang', 'ada', 'gera', 'ini', 'karena', 'jokowi', 'prabowo', 'juga', 'literally', 'tidak_ada', 'yang', 'berani', 'larang', 'juga', 'karena', 'memang', 'massa', 'sedang', 'gusar', 'tapi', 'jelas', 'anies', 'tidak_inisiator', 'dan', 'dalang', 'tidak_nge', 'encourage', 'juga', 'tidak_libat', 'di', 'jadi', 'sama', 'sekali']"
"['satrio', 'tone', 'mardigu', 'pak', 'prabowo', 'pernah', 'usung', 'anies', 'tpi', 'dia', 'ungkit', 'itu', 'debat', 'terus', 'di', 'bakas', 'pak', 'anies', 'salah', 'mana', 'ingat', 'gerindra', 'juga', 'terima', 'banyak', 'manfaat', 'sat', 'dukung', 'anies']","['satrio', 'tone', 'mardigu', 'pak', 'prabowo', 'pernah', 'usung', 'anies', 'tapi', 'dia', 'ungkit', 'itu', 'debat', 'terus', 'di', 'bakas', 'pak', 'anies', 'salah', 'mana', 'ingat', 'gerindra', 'juga', 'terima', 'banyak', 'manfaat', 'sat', 'dukung', 'anies']"
"['kimberley', 'jika', 'pak', 'anies', 'tugas', 'nya', 'pak', 'surya', 'lantas', 'yg', 'tidak_level', 'tuh', 'jongos', 'nya', 'prabowo', 'ya', 'mbak']","['kimberley', 'jika', 'pak', 'anies', 'tugas', 'nya', 'pak', 'surya', 'lantas', 'yang', 'tidak_level', 'tuh', 'jongos', 'nya', 'prabowo', 'iya', 'kakak']"
"['prabowo', 'nilai', 'sangat', 'santai', 'dan', 'sangat', 'tenang', 'tidak_lihat', 'gugup', 'sama', 'sekali', 'bahkan', 'beberapa', 'kali', 'ia', 'justru', 'hasil', 'cair', 'suasana', 'dengan', 'jokes', 'nya', 'dan', 'gaya', 'silat', 'gemoy', 'pasca', 'jawab', 'tanya', 'anies', 'yang', 'lalu', 'ikut', 'riuh', 'tawa', 'tonton', 'pimpin', 'tegas']","['prabowo', 'nilai', 'sangat', 'santai', 'dan', 'sangat', 'tenang', 'tidak_lihat', 'gugup', 'sama', 'sekali', 'bahkan', 'beberapa', 'kali', 'ia', 'justru', 'hasil', 'cair', 'suasana', 'dengan', 'jokes', 'nya', 'dan', 'gaya', 'silat', 'lucu', 'pasca', 'jawab', 'tanya', 'anies', 'yang', 'lalu', 'ikut', 'riuh', 'tawa', 'tonton', 'pimpin', 'tegas']"
"['begini', 'mentah', 'dam', 'sifat', 'dari', 'capres', 'anies', 'yang', 'sombong', 'dan', 'angkuh']","['begini', 'mentah', 'dam', 'sifat', 'dari', 'capres', 'anies', 'yang', 'sombong', 'dan', 'angkuh']"
"['wildansadhega', 'nathpribady', 'anies', 'menang', 'pilkada', 'habib', 'rizieq', 'tidak_minta', 'apa', 'gajadi', 'apa']","['wildansadhega', 'nathpribady', 'anies', 'menang', 'pemilihan kepala daerah', 'habib', 'rizieq', 'tidak_minta', 'apa', 'gajadi', 'apa']"
"['anies', 'baswedan', 'tuding', 'capres', 'banyak', 'janji', 'timnas', 'amin', 'janji', 'kita', 'ukur']","['anies', 'baswedan', 'tuding', 'capres', 'banyak', 'janji', 'timnas', 'aamiin', 'janji', 'kita', 'ukur']"
"['arrega', 'kuasabu', 'memelord', 'bagi', 'mereka', 'yang', 'alergi', 'fpi', 'jakarta', 'jadi', 'neraka', 'di', 'jaman', 'pak', 'anies', 'shummum', 'bukmun', 'umyun', 'fa', 'hum', 'l', 'yarjin']","['arrega', 'kuasabu', 'memelord', 'bagi', 'mereka', 'yang', 'alergi', 'fpi', 'jakarta', 'jadi', 'neraka', 'di', 'jaman', 'pak', 'anies', 'shummum', 'bukmun', 'umyun', 'fa', 'rumah', 'l', 'yarjin']"
"['anies', 'baswedan', 'cerita', 'ke', 'ustad', 'abdul', 'somad', 'heran', 'tidak_ada', 'doa', 'saat', 'debat', 'capres']","['anies', 'baswedan', 'cerita', 'ke', 'ustad', 'abdul', 'somad', 'heran', 'tidak_ada', 'doa', 'saat', 'debat', 'capres']"
"['temen', 'ngoceh', 'soal', 'debat', 'pilpres', 'gw', 'jd', 'dengar', 'yg', 'baik', 'aja', 'dech', 'bagus', 'kata', 'pak', 'anies', 'tp', 'harap', 'harus', 'guna', 'data', 'spya', 'gen', 'yg', 'kosong', 'jd', 'faham', 'visi', 'misi', 'pak', 'anies', 'aniesbaswedan']","['teman', 'ngoceh', 'soal', 'debat', 'pilpres', 'saya', 'jadi', 'dengar', 'yang', 'baik', 'saja', 'dech', 'bagus', 'kata', 'pak', 'anies', 'tapi', 'harap', 'harus', 'guna', 'data', 'spya', 'gen', 'yang', 'kosong', 'jadi', 'paham', 'visi', 'misi', 'pak', 'anies', 'aniesbaswedan']"
"['mengapa', 'nasdem', 'aju', 'ganjar', 'anies', 'bagi', 'nasdem', 'ini', 'pasang', 'rekonsiliasi', 'bangsa', 'dan', 'negara', 'pasca', 'belah', 'di', 'milu', 'tidak_versi', 'fahri', 'hamzah', 'yang', 'ngarang', 'namun', 'pak', 'lurah', 'neng', 'ae', 'dua', 'bulan', 'yang', 'tunggu', 'tidak_ada', 'respons', 'malah', 'ab', 'hendak', 'kriminalisasi']","['mengapa', 'nasdem', 'aju', 'ganjar', 'anies', 'bagi', 'nasdem', 'ini', 'pasang', 'rekonsiliasi', 'bangsa', 'dan', 'negara', 'pasca', 'belah', 'di', 'milu', 'tidak_versi', 'fahri', 'hamzah', 'yang', 'ngarang', 'namun', 'pak', 'lurah', 'neng', 'ae', 'dua', 'bulan', 'yang', 'tunggu', 'tidak_ada', 'respons', 'bahkan', 'ab', 'hendak', 'kriminalisasi']"
