stemming,negation
prabusantoso wasle sobat anies partaisocmed iya ya saya jdi malu ini cari presiden lo bukan ketua rt,"['prabusantoso', 'wasle', 'sobat', 'anies', 'partaisocmed', 'iya', 'ya', 'saya', 'jdi', 'malu', 'ini', 'cari', 'presiden', 'lo', 'tidak_ketua', 'rt']"
vivacoid dalam debat anies hendak manfaat tren yang populer di sosial media untuk menyebarluaskan kritik utama kritik tentang merdeka dapat,"['vivacoid', 'dalam', 'debat', 'anies', 'hendak', 'manfaat', 'tren', 'yang', 'populer', 'di', 'sosial', 'media', 'untuk', 'menyebarluaskan', 'kritik', 'utama', 'kritik', 'tentang', 'merdeka', 'dapat']"
andre rosiade pak anies janji kepada warga jakarta jalan amanah smpai tuntas pimpin ibu kota jakarta apakh itu salah bang kl skrg pak anies niat bawa ubah apakh itu juga salah dan tdk etika bang rekam jejak sdh bukti beliau tuntas amanah pimpin jkt,"['andre', 'rosiade', 'pak', 'anies', 'janji', 'kepada', 'warga', 'jakarta', 'jalan', 'amanah', 'smpai', 'tuntas', 'pimpin', 'ibu', 'kota', 'jakarta', 'apakh', 'itu', 'salah', 'bang', 'kl', 'skrg', 'pak', 'anies', 'niat', 'bawa', 'ubah', 'apakh', 'itu', 'juga', 'salah', 'dan', 'tdk', 'etika', 'bang', 'rekam', 'jejak', 'sdh', 'bukti', 'beliau', 'tuntas', 'amanah', 'pimpin', 'jkt']"
vivacoid anies orang pimpin yang milik semangat yang luar biasa kenal dalam solusi untuk hadap bagai tantang,"['vivacoid', 'anies', 'orang', 'pimpin', 'yang', 'milik', 'semangat', 'yang', 'luar', 'biasa', 'kenal', 'dalam', 'solusi', 'untuk', 'hadap', 'bagai', 'tantang']"
vivacoid anies milik mampu eksekusi atau implementasi bijak yang laku dengan sungguh sungguh untuk capai hasil yang harap,"['vivacoid', 'anies', 'milik', 'mampu', 'eksekusi', 'atau', 'implementasi', 'bijak', 'yang', 'laku', 'dengan', 'sungguh', 'sungguh', 'untuk', 'capai', 'hasil', 'yang', 'harap']"
vivacoid anies adalah contoh nyata orang pimpin yang milik semangat yang tak goyah,"['vivacoid', 'anies', 'adalah', 'contoh', 'nyata', 'orang', 'pimpin', 'yang', 'milik', 'semangat', 'yang', 'tidak_goyah']"
jansen jsp prabowo analisa mu kalau jujur bkn itu benar anda benar pintar menganalisa tp demi si buah hati jadi tidak sesuai dengan hati nurani benar pa wowo sdh emosi tp untuk tahan emosi nya ucap lah mas anies mas anies,"['jansen', 'jsp', 'prabowo', 'analisa', 'mu', 'kalau', 'jujur', 'bkn', 'itu', 'benar', 'anda', 'benar', 'pintar', 'menganalisa', 'tp', 'demi', 'si', 'buah', 'hati', 'jadi', 'tidak_sesuai', 'dengan', 'hati', 'nurani', 'benar', 'pa', 'wowo', 'sdh', 'emosi', 'tp', 'untuk', 'tahan', 'emosi', 'nya', 'ucap', 'lah', 'mas', 'anies', 'mas', 'anies']"
vivacoid saya nilai anies hasil jelas masalah yang muncul di dalam debat cara konkret,"['vivacoid', 'saya', 'nilai', 'anies', 'hasil', 'jelas', 'masalah', 'yang', 'muncul', 'di', 'dalam', 'debat', 'cara', 'konkret']"
rekomendasi buku anak untuk anak usia tahun buku full gambar warna bisa buat koleksi tag besok senin selasa rabu kamis jumatberkah sabtu malam minggu malmingan pagi sarap masih makan siang gaco anies surabaya gempa olivia hari ibu dana ginting desember,"['rekomendasi', 'buku', 'anak', 'untuk', 'anak', 'usia', 'tahun', 'buku', 'full', 'gambar', 'warna', 'bisa', 'buat', 'koleksi', 'tag', 'besok', 'senin', 'selasa', 'rabu', 'kamis', 'jumatberkah', 'sabtu', 'malam', 'minggu', 'malmingan', 'pagi', 'sarap', 'masih', 'makan', 'siang', 'gaco', 'anies', 'surabaya', 'gempa', 'olivia', 'hari', 'ibu', 'dana', 'ginting', 'desember']"
vivacoid anies adalah sosok yang milik tekad luar biasa dalam hadap rintang yang menghadangnya,"['vivacoid', 'anies', 'adalah', 'sosok', 'yang', 'milik', 'tekad', 'luar', 'biasa', 'dalam', 'hadap', 'rintang', 'yang', 'menghadangnya']"
vivacoid anies selalu tunjuk teguh dan tekad yang luar biasa dalam cari solusi untuk wujud visi dan misi dalam maju daerah,"['vivacoid', 'anies', 'selalu', 'tunjuk', 'teguh', 'dan', 'tekad', 'yang', 'luar', 'biasa', 'dalam', 'cari', 'solusi', 'untuk', 'wujud', 'visi', 'dan', 'misi', 'dalam', 'maju', 'daerah']"
vivacoid pakar komunikasi politik universitas brawijaya verdi firmantoro juga nilai anies bagai capres yang runut dalam sampai materi debat,"['vivacoid', 'pakar', 'komunikasi', 'politik', 'universitas', 'brawijaya', 'verdi', 'firmantoro', 'juga', 'nilai', 'anies', 'bagai', 'capres', 'yang', 'runut', 'dalam', 'sampai', 'materi', 'debat']"
vivacoid dengan komitmen hadap baik dan bangun anies telah cipta landas untuk masa depan yang lebih baik,"['vivacoid', 'dengan', 'komitmen', 'hadap', 'baik', 'dan', 'bangun', 'anies', 'telah', 'cipta', 'landas', 'untuk', 'masa', 'depan', 'yang', 'lebih', 'baik']"
andre rosiade takut banget ya da anies jadi presiden saya yang darah sumbar malu juga sama kengototan anda bela prabowo,"['andre', 'rosiade', 'takut', 'banget', 'ya', 'da', 'anies', 'jadi', 'presiden', 'saya', 'yang', 'darah', 'sumbar', 'malu', 'juga', 'sama', 'kengototan', 'anda', 'bela', 'prabowo']"
detikcom detiksumut ya waktu itu uas sadar bahwa kita harus pilih sandal jepit atau bakiak sama buruk tapi harus tetap pilih sekarang ada anies dan ganjar yg lebih punya ide dan gagas maka sandal jepit pun tinggal,"['detikcom', 'detiksumut', 'ya', 'waktu', 'itu', 'uas', 'sadar', 'bahwa', 'kita', 'harus', 'pilih', 'sandal', 'jepit', 'atau', 'bakiak', 'sama', 'buruk', 'tapi', 'harus', 'tetap', 'pilih', 'sekarang', 'ada', 'anies', 'dan', 'ganjar', 'yg', 'lebih', 'punya', 'ide', 'dan', 'gagas', 'maka', 'sandal', 'jepit', 'pun', 'tinggal']"
vivacoid telah lihat debat saya nilau anies pimpin yang selalu milik solusi dalam hadap bagai rintang,"['vivacoid', 'telah', 'lihat', 'debat', 'saya', 'nilau', 'anies', 'pimpin', 'yang', 'selalu', 'milik', 'solusi', 'dalam', 'hadap', 'bagai', 'rintang']"
vivacoid sangat lihat dalam debat capres anies baswedan capres yang bisa jawab tanya dengan jawab yang muas,"['vivacoid', 'sangat', 'lihat', 'dalam', 'debat', 'capres', 'anies', 'baswedan', 'capres', 'yang', 'bisa', 'jawab', 'tanya', 'dengan', 'jawab', 'yang', 'muas']"
mayapada gabisa cari salah anies sampe salah dukung pun cari ini mo milih presiden atau mo milih dukung,"['mayapada', 'gabisa', 'cari', 'salah', 'anies', 'sampe', 'salah', 'dukung', 'pun', 'cari', 'ini', 'mo', 'milih', 'presiden', 'atau', 'mo', 'milih', 'dukung']"
semua omong anies itu ngibul program program amburadul jungkook is coming olivia gaco daesang bangtan debut karina wonbin batter up views,"['semua', 'omong', 'anies', 'itu', 'ngibul', 'program', 'program', 'amburadul', 'jungkook', 'is', 'coming', 'olivia', 'gaco', 'daesang', 'bangtan', 'debut', 'karina', 'wonbin', 'batter', 'up', 'views']"
vivacoid dalam debat capres anies baswedan bisa tanggap nyata dengan argumen yang sangat bobot dan tentu muas rakyat,"['vivacoid', 'dalam', 'debat', 'capres', 'anies', 'baswedan', 'bisa', 'tanggap', 'nyata', 'dengan', 'argumen', 'yang', 'sangat', 'bobot', 'dan', 'tentu', 'muas', 'rakyat']"
kimberley klo ulama itu tahu jejak digital pak anies waktu wawancara dgn najwa shihab lama pak prabowo nyapres saya tdk akan maju nyapres nyata waktu debat pojok pak prabowo mosok sih orang yg ingkar janji gitu akan dukung tak iye,"['kimberley', 'klo', 'ulama', 'itu', 'tahu', 'jejak', 'digital', 'pak', 'anies', 'waktu', 'wawancara', 'dgn', 'najwa', 'shihab', 'lama', 'pak', 'prabowo', 'nyapres', 'saya', 'tdk', 'akan', 'maju', 'nyapres', 'nyata', 'waktu', 'debat', 'pojok', 'pak', 'prabowo', 'mosok', 'sih', 'orang', 'yg', 'ingkar', 'janji', 'gitu', 'akan', 'dukung', 'tidak_iye']"
david irawanrommi kimberley campaga ajengcute propaganda tjel up bank joee ndons back bengkeldodo itu hanya dapat dia anggota dpr dr psi jadi pegang yah wakakaka kamu tnton video fullnya di youtube justru anies itu jegal anggar makanya tonton youtube sampai selesai,"['david', 'irawanrommi', 'kimberley', 'campaga', 'ajengcute', 'propaganda', 'tjel', 'up', 'bank', 'joee', 'ndons', 'back', 'bengkeldodo', 'itu', 'hanya', 'dapat', 'dia', 'anggota', 'dpr', 'dr', 'psi', 'jadi', 'pegang', 'yah', 'wakakaka', 'kamu', 'tnton', 'video', 'fullnya', 'di', 'youtube', 'justru', 'anies', 'itu', 'jegal', 'anggar', 'makanya', 'tonton', 'youtube', 'sampai', 'selesai']"
shereen hasbil lbs aniesbaswedan anies jago debat tapi juga jago ngeles kalau tanya jawabanya mutar spy bisa ngeles lain yg kata lain yg kerja dia bajing bohong nggak etika prabowo yg usung dia jadi gubernur di mata najwa janji nggak calon diri jk prabowo juga mecalonkan diri,"['shereen', 'hasbil', 'lbs', 'aniesbaswedan', 'anies', 'jago', 'debat', 'tapi', 'juga', 'jago', 'ngeles', 'kalau', 'tanya', 'jawabanya', 'mutar', 'spy', 'bisa', 'ngeles', 'lain', 'yg', 'kata', 'lain', 'yg', 'kerja', 'dia', 'bajing', 'bohong', 'nggak', 'etika', 'prabowo', 'yg', 'usung', 'dia', 'jadi', 'gubernur', 'di', 'mata', 'najwa', 'janji', 'nggak', 'calon', 'diri', 'jk', 'prabowo', 'juga', 'mecalonkan', 'diri']"
ch chotimah rawa ahok juga produk prabowo masuk anies,"['ch', 'chotimah', 'rawa', 'ahok', 'juga', 'produk', 'prabowo', 'masuk', 'anies']"
msaid didu anies the legend of avathar sang kendali angin,"['msaid', 'didu', 'anies', 'the', 'legend', 'of', 'avathar', 'sang', 'kendali', 'angin']"
ulul albabaya andika sobat anies partaisocmed iya sambil jilatin lubang pantat admin socmed emang otak sengklek,"['ulul', 'albabaya', 'andika', 'sobat', 'anies', 'partaisocmed', 'iya', 'sambil', 'jilatin', 'lubang', 'pantat', 'admin', 'socmed', 'emang', 'otak', 'sengklek']"
partaisocmed kalo balik tanya pak prabowo bagaimana tanggap anda hadap anies dia jawab sorry ni ye asumsi awokwokwok,"['partaisocmed', 'kalo', 'balik', 'tanya', 'pak', 'prabowo', 'bagaimana', 'tanggap', 'anda', 'hadap', 'anies', 'dia', 'jawab', 'sorry', 'ni', 'ye', 'asumsi', 'awokwokwok']"
anies baswedan sebut prabowo tak tahan jadi oposisi perintah nyata yang lontar saat debat perdana capres itu ban oleh partai gerindra,"['anies', 'baswedan', 'sebut', 'prabowo', 'tidak_tahan', 'jadi', 'oposisi', 'perintah', 'nyata', 'yang', 'lontar', 'saat', 'debat', 'perdana', 'capres', 'itu', 'ban', 'oleh', 'partai', 'gerindra']"
anies sindir prabowo tak tahan jadi oposisi nusron wahid demi rekonsiliasi nasional,"['anies', 'sindir', 'prabowo', 'tidak_tahan', 'jadi', 'oposisi', 'nusron', 'wahid', 'demi', 'rekonsiliasi', 'nasional']"
resmi dapat dukung uas dan hrs ini pakta integritas yang harus laksana anies baswedan,"['resmi', 'dapat', 'dukung', 'uas', 'dan', 'hrs', 'ini', 'pakta', 'integritas', 'yang', 'harus', 'laksana', 'anies', 'baswedan']"
hari telah debat capres no urut anies baswedan unjung ustadz abdul somad di riau adapun capres nomor urut prabowo subianto nyanyi dan joget sama para alumni akmil dan presiden ri ke susilo bambang yudhoyono,"['hari', 'telah', 'debat', 'capres', 'no', 'urut', 'anies', 'baswedan', 'unjung', 'ustadz', 'abdul', 'somad', 'di', 'riau', 'adapun', 'capres', 'nomor', 'urut', 'prabowo', 'subianto', 'nyanyi', 'dan', 'joget', 'sama', 'para', 'alumni', 'akmil', 'dan', 'presiden', 'ri', 'ke', 'susilo', 'bambang', 'yudhoyono']"
andre rosiade ini antara anies ama wowo emang sama sama bego apa gimana ya bimays tolak lupa,"['andre', 'rosiade', 'ini', 'antara', 'anies', 'ama', 'wowo', 'emang', 'sama', 'sama', 'bego', 'apa', 'gimana', 'ya', 'bimays', 'tolak', 'lupa']"
serang balik anies strike,"['serang', 'balik', 'anies', 'strike']"
abraham samad gugat jika prabowo pilih jd presiden kelleher olivia anies adidas daesang gaco surabaya pagi gempa ginting dana brighton moldova molly pilih baik first lady,"['abraham', 'samad', 'gugat', 'jika', 'prabowo', 'pilih', 'jd', 'presiden', 'kelleher', 'olivia', 'anies', 'adidas', 'daesang', 'gaco', 'surabaya', 'pagi', 'gempa', 'ginting', 'dana', 'brighton', 'moldova', 'molly', 'pilih', 'baik', 'first', 'lady']"
tvonenews biasa buzzer mahh kalo gak nemu lemah anies akhir bikin hasut kalo engga ya gak makan,"['tvonenews', 'biasa', 'buzzer', 'mahh', 'kalo', 'tidak_nemu', 'lemah', 'anies', 'akhir', 'bikin', 'hasut', 'kalo', 'engga', 'ya', 'tidak_makan']"
are inismyname propaganda bengkeldodo ndons back adri andreassolusi mpoklela florieliciouss kimberley bank joee bangsaygsujud ibarat tanding sepak bola suporter yang kalah pasti kecewa ngomel tidak bahagia dan cari cari salah musuh itu yang alami kubu prabowo dan ganjar hanya dukung team anies yng bahagia saat ini,"['are', 'inismyname', 'propaganda', 'bengkeldodo', 'ndons', 'back', 'adri', 'andreassolusi', 'mpoklela', 'florieliciouss', 'kimberley', 'bank', 'joee', 'bangsaygsujud', 'ibarat', 'tanding', 'sepak', 'bola', 'suporter', 'yang', 'kalah', 'pasti', 'kecewa', 'ngomel', 'tidak_bahagia', 'dan', 'cari', 'cari', 'salah', 'musuh', 'itu', 'yang', 'alami', 'kubu', 'prabowo', 'dan', 'ganjar', 'hanya', 'dukung', 'team', 'anies', 'yng', 'bahagia', 'saat', 'ini']"
menghanyurkan ini genuinely nanya misal aku pilih anies muhaimin tp aku ga pilih legislatif dari pks nasdem dll nya karena contoh pks dan ruu nya yg problematik gitu gimana,"['menghanyurkan', 'ini', 'genuinely', 'nanya', 'misal', 'aku', 'pilih', 'anies', 'muhaimin', 'tp', 'aku', 'tidak_pilih', 'legislatif', 'dari', 'pks', 'nasdem', 'dll', 'nya', 'karena', 'contoh', 'pks', 'dan', 'ruu', 'nya', 'yg', 'problematik', 'gitu', 'gimana']"
kimberley jelas tak level lah mbak pak anies tuh capres sedang bang fahri cuman juru bicara kl yg buat tweet tuh pak prabowo baru tuh level dgn pak anies sama capres cerdas dikit dan berhusnudzon napa siih mbak kata nya pilpres hrs gembira lupa yaa gemoy,"['kimberley', 'jelas', 'tidak_level', 'lah', 'mbak', 'pak', 'anies', 'tuh', 'capres', 'sedang', 'bang', 'fahri', 'cuman', 'juru', 'bicara', 'kl', 'yg', 'buat', 'tweet', 'tuh', 'pak', 'prabowo', 'baru', 'tuh', 'level', 'dgn', 'pak', 'anies', 'sama', 'capres', 'cerdas', 'dikit', 'dan', 'berhusnudzon', 'napa', 'siih', 'mbak', 'kata', 'nya', 'pilpres', 'hrs', 'gembira', 'lupa', 'yaa', 'gemoy']"
anies dengan angkuh ingin tega hukum padahal kepada para dukung masalah tidak berani tego gaco olivia jill biden daesang gempa adidas surabaya batter up views pilih baik melania bangtan debut,"['anies', 'dengan', 'angkuh', 'ingin', 'tega', 'hukum', 'padahal', 'kepada', 'para', 'dukung', 'masalah', 'tidak_berani', 'tego', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']"
bobby risakotta mm kayak anda ngga yakin nih sama kualitas capres yg anda dukung sehingga butuh bawa nama orang lain yg turut delusi anda lebih baik dari anies wake up bro ikhlas hati untuk baik indonesia seluruh biar yg baik yg pilih,"['bobby', 'risakotta', 'mm', 'kayak', 'anda', 'ngga', 'yakin', 'nih', 'sama', 'kualitas', 'capres', 'yg', 'anda', 'dukung', 'sehingga', 'butuh', 'bawa', 'nama', 'orang', 'lain', 'yg', 'turut', 'delusi', 'anda', 'lebih', 'baik', 'dari', 'anies', 'wake', 'up', 'bro', 'ikhlas', 'hati', 'untuk', 'baik', 'indonesia', 'seluruh', 'biar', 'yg', 'baik', 'yg', 'pilih']"
anies sosok capres yang tidak milik adab kepada orang yang lebih tua gaco olivia jill biden daesang gempa adidas surabaya batter up views pilih baik melania bangtan debut,"['anies', 'sosok', 'capres', 'yang', 'tidak_milik', 'adab', 'kepada', 'orang', 'yang', 'lebih', 'tua', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']"
softwarnews macam serang prabowo ke anies lalu anies nampol balik prabowo woi,"['softwarnews', 'macam', 'serang', 'prabowo', 'ke', 'anies', 'lalu', 'anies', 'nampol', 'balik', 'prabowo', 'woi']"
kantaldkintil bukanasamgaram tapi yg jadi anggota mrk yg bunuh kan orang udah bunuh ga dapet jabat anies ga nolong klo mrk mau nyoblos dukung itu cm hak warga negara mau golput jg hak mrk lama mrk bukan genocide supporters or genocide actors dan gak kasih jabat mrk ga bsa buat ap,"['kantaldkintil', 'bukanasamgaram', 'tapi', 'yg', 'jadi', 'anggota', 'mrk', 'yg', 'bunuh', 'kan', 'orang', 'udah', 'bunuh', 'tidak_dapet', 'jabat', 'anies', 'tidak_nolong', 'klo', 'mrk', 'mau', 'nyoblos', 'dukung', 'itu', 'cm', 'hak', 'warga', 'negara', 'mau', 'golput', 'jg', 'hak', 'mrk', 'lama', 'mrk', 'tidak_genocide', 'supporters', 'or', 'genocide', 'actors', 'dan', 'tidak_kasih', 'jabat', 'mrk', 'tidak_bsa', 'buat', 'ap']"
anies selalu jebak dalam asumsi pribadi tanpa ada dukung bukti dan fakta gaco olivia jill biden daesang gempa adidas surabaya batter up views pilih baik melania bangtan debut,"['anies', 'selalu', 'jebak', 'dalam', 'asumsi', 'pribadi', 'tanpa', 'ada', 'dukung', 'bukti', 'dan', 'fakta', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']"
sujarmufc dandhy laksono ga ada yg peduli org di km itu puja riziq soal ga usah turun suara anies dgn org kaya riziq dan ikut,"['sujarmufc', 'dandhy', 'laksono', 'tidak_ada', 'yg', 'peduli', 'org', 'di', 'km', 'itu', 'puja', 'riziq', 'soal', 'tidak_usah', 'turun', 'suara', 'anies', 'dgn', 'org', 'kaya', 'riziq', 'dan', 'ikut']"
kamaloeby tvonenews jgn suuzon bang orang paling ikhlas itu pak prabowo gak mungkin main cara kotor seperti itu pak prabowo pasti ikhlas kalo nanti tidak pilih lagi pak prabowo ikhlas klo anies atau ganjar yg pilih nanti tapi kok aku percaya  ya sama statemt abang,"['kamaloeby', 'tvonenews', 'jgn', 'suuzon', 'bang', 'orang', 'paling', 'ikhlas', 'itu', 'pak', 'prabowo', 'tidak_mungkin', 'main', 'cara', 'kotor', 'seperti', 'itu', 'pak', 'prabowo', 'pasti', 'ikhlas', 'kalo', 'nanti', 'tidak_pilih', 'lagi', 'pak', 'prabowo', 'ikhlas', 'klo', 'anies', 'atau', 'ganjar', 'yg', 'pilih', 'nanti', 'tapi', 'kok', 'aku', 'percaya', '', 'ya', 'sama', 'statemt', 'abang']"
suka suka orang lah mau milih anies atau kaga lucu bgt dukung anies tukang guilttrip orang liat noh swing voters juga belum tentu mau ngevote anies awokwok,"['suka', 'suka', 'orang', 'lah', 'mau', 'milih', 'anies', 'atau', 'kaga', 'lucu', 'bgt', 'dukung', 'anies', 'tukang', 'guilttrip', 'orang', 'liat', 'noh', 'swing', 'voters', 'juga', 'belum', 'tentu', 'mau', 'ngevote', 'anies', 'awokwok']"
anies kembali lihat munafik kait sikap hadap lanjut ikn gaco olivia jill biden daesang gempa adidas surabaya batter up views pilih baik melania bangtan debut,"['anies', 'kembali', 'lihat', 'munafik', 'kait', 'sikap', 'hadap', 'lanjut', 'ikn', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']"
ayatuarmad kompascom anies sama ganjar jadi olah kerja sama padahal ngalir aja itu,"['ayatuarmad', 'kompascom', 'anies', 'sama', 'ganjar', 'jadi', 'olah', 'kerja', 'sama', 'padahal', 'ngalir', 'aja', 'itu']"
moga anies menang amin aamiin tolong amin gaes,"['moga', 'anies', 'menang', 'amin', 'aamiin', 'tolong', 'amin', 'gaes']"
agama islam ajar kita untuk bakti kepada dua orang tua dinding adidas karina surabaya anies daesang gempa islam,"['agama', 'islam', 'ajar', 'kita', 'untuk', 'bakti', 'kepada', 'dua', 'orang', 'tua', 'dinding', 'adidas', 'karina', 'surabaya', 'anies', 'daesang', 'gempa', 'islam']"
akhir anies kena batu karena ucap kait udara ber ktp gaco olivia jill biden daesang gempa adidas surabaya batter up views pilih baik melania bangtan debut,"['akhir', 'anies', 'kena', 'batu', 'karena', 'ucap', 'kait', 'udara', 'ber', 'ktp', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']"
celana panjang chino pria murah dan kualitas dapat cashback  di shopee video anies prabowo gaco daesang surabaya gempa ayo lihat video di shopee video,"['celana', 'panjang', 'chino', 'pria', 'murah', 'dan', 'kualitas', 'dapat', 'cashback', '', 'di', 'shopee', 'video', 'anies', 'prabowo', 'gaco', 'daesang', 'surabaya', 'gempa', 'ayo', 'lihat', 'video', 'di', 'shopee', 'video']"
andika muchlis ar jelas lebih pantes dari anies,"['andika', 'muchlis', 'ar', 'jelas', 'lebih', 'pantes', 'dari', 'anies']"
serang apalagi yg akan kerja si memed hari ini partaisocmed buzzer ayah di semua medsos telah debat kpu serang kalap sekali di rl nyata sudah ada hasil prabowo cenderung negatif anies pelan sudah banyak bicara semua kalang titik cerah,"['serang', 'apalagi', 'yg', 'akan', 'kerja', 'si', 'memed', 'hari', 'ini', 'partaisocmed', 'buzzer', 'ayah', 'di', 'semua', 'medsos', 'telah', 'debat', 'kpu', 'serang', 'kalap', 'sekali', 'di', 'rl', 'nyata', 'sudah', 'ada', 'hasil', 'prabowo', 'cenderung', 'negatif', 'anies', 'pelan', 'sudah', 'banyak', 'bicara', 'semua', 'kalang', 'titik', 'cerah']"
propaganda aniesbaswedan prabowo panggung debat itu panggung ny ganjar sm anies klo kalah di panggung langsung ulti nya pake surat lah ini lah itu lah nyari kunci pokok hahahaha para badut politik,"['propaganda', 'aniesbaswedan', 'prabowo', 'panggung', 'debat', 'itu', 'panggung', 'ny', 'ganjar', 'sm', 'anies', 'klo', 'kalah', 'di', 'panggung', 'langsung', 'ulti', 'nya', 'pake', 'surat', 'lah', 'ini', 'lah', 'itu', 'lah', 'nyari', 'kunci', 'pokok', 'hahahaha', 'para', 'badut', 'politik']"
geiszchalifah tinggal prabowo dukung ke anies baswedan lebih mampu ayom rakyat indonesia depan,"['geiszchalifah', 'tinggal', 'prabowo', 'dukung', 'ke', 'anies', 'baswedan', 'lebih', 'mampu', 'ayom', 'rakyat', 'indonesia', 'depan']"
singgung soal janji tak akan maju jika ada prabowo dalam pilpres anies saya komitmen di dki,"['singgung', 'soal', 'janji', 'tidak_akan', 'maju', 'jika', 'ada', 'prabowo', 'dalam', 'pilpres', 'anies', 'saya', 'komitmen', 'di', 'dki']"
abah anies memang gak bisa percaya kata nya tukang obral janji,"['abah', 'anies', 'memang', 'tidak_bisa', 'percaya', 'kata', 'nya', 'tukang', 'obral', 'janji']"
sam sul vivacoid parah banget cantik udah gitu keren lagi dukung pak anies sempurna,"['sam', 'sul', 'vivacoid', 'parah', 'banget', 'cantik', 'udah', 'gitu', 'keren', 'lagi', 'dukung', 'pak', 'anies', 'sempurna']"
andre rosiade haha janji apa yang batas hak orang lain untuk abdi kepada negara emang bisa jamin hak hidup anies baswedan sedih sekali kualitas pikir makin turun,"['andre', 'rosiade', 'haha', 'janji', 'apa', 'yang', 'batas', 'hak', 'orang', 'lain', 'untuk', 'abdi', 'kepada', 'negara', 'emang', 'bisa', 'jamin', 'hak', 'hidup', 'anies', 'baswedan', 'sedih', 'sekali', 'kualitas', 'pikir', 'makin', 'turun']"
sobat anies partaisocmed fans bole otak pakai nyata jadi hoax hoax kalian buat jd nyata yg nonton bnyk,"['sobat', 'anies', 'partaisocmed', 'fans', 'bole', 'otak', 'pakai', 'nyata', 'jadi', 'hoax', 'hoax', 'kalian', 'buat', 'jd', 'nyata', 'yg', 'nonton', 'bnyk']"
nopeq sam idim hasyimmah main aman gimana jauh pikir awam gw itu jelas bgt kok sikap anies ttg ikn apa lo doang yg ga faham,"['nopeq', 'sam', 'idim', 'hasyimmah', 'main', 'aman', 'gimana', 'jauh', 'pikir', 'awam', 'gw', 'itu', 'jelas', 'bgt', 'kok', 'sikap', 'anies', 'ttg', 'ikn', 'apa', 'lo', 'doang', 'yg', 'tidak_faham']"
ayo viralkan rekam jejak anies rasyid baswedan ketika pimpin dki jkt,"['ayo', 'viralkan', 'rekam', 'jejak', 'anies', 'rasyid', 'baswedan', 'ketika', 'pimpin', 'dki', 'jkt']"
gyupuppiy nama gerinda jg naik pdhl lebih dr th yg lalu pasang dgn mega olah olah prabowo dan gerindra lebih kecil dr anies njirrtt,"['gyupuppiy', 'nama', 'gerinda', 'jg', 'naik', 'pdhl', 'lebih', 'dr', 'th', 'yg', 'lalu', 'pasang', 'dgn', 'mega', 'olah', 'olah', 'prabowo', 'dan', 'gerindra', 'lebih', 'kecil', 'dr', 'anies', 'njirrtt']"
partaisocmed betul cocok jadi bapak bangsa king maker tp gak cocok jadi presiden presiden biar yg cocok aja anies atau ganjar,"['partaisocmed', 'betul', 'cocok', 'jadi', 'bapak', 'bangsa', 'king', 'maker', 'tp', 'tidak_cocok', 'jadi', 'presiden', 'presiden', 'biar', 'yg', 'cocok', 'aja', 'anies', 'atau', 'ganjar']"
xquitavee hati hati anies sudah dekat abd somad,"['xquitavee', 'hati', 'hati', 'anies', 'sudah', 'dekat', 'abd', 'somad']"
anies cerdas  amp jujur itu fakta,"['anies', 'cerdas', '', 'amp', 'jujur', 'itu', 'fakta']"
nathpribady kenapa pada takut sama fpi dah organisasi udah bubar kok takut sama ideologi emang power mereka besar apa pas anies jabat jadi gub dki ngadain christmas carol ada gitu mantan pentol fpi yg rusuh aduh,"['nathpribady', 'kenapa', 'pada', 'takut', 'sama', 'fpi', 'dah', 'organisasi', 'udah', 'bubar', 'kok', 'takut', 'sama', 'ideologi', 'emang', 'power', 'mereka', 'besar', 'apa', 'pas', 'anies', 'jabat', 'jadi', 'gub', 'dki', 'ngadain', 'christmas', 'carol', 'ada', 'gitu', 'mantan', 'pentol', 'fpi', 'yg', 'rusuh', 'aduh']"
ndrewstjan itsquaileggs ampun ama ni orang benci ke fpi hrs dan gerombol nya yg kena anies dulu yg kena tuduh mobilisasi keluarga cikeas eh pangeran cikeas kalah putar pertama yg kena anies lagi,"['ndrewstjan', 'itsquaileggs', 'ampun', 'ama', 'ni', 'orang', 'benci', 'ke', 'fpi', 'hrs', 'dan', 'gerombol', 'nya', 'yg', 'kena', 'anies', 'dulu', 'yg', 'kena', 'tuduh', 'mobilisasi', 'keluarga', 'cikeas', 'eh', 'pangeran', 'cikeas', 'kalah', 'putar', 'pertama', 'yg', 'kena', 'anies', 'lagi']"
