negation,formalization
"['ganjar', 'pranowo', 'adalah', 'calon', 'presiden', 'yang', 'tidak_hanya', 'pimpin', 'dengan', 'kepala', 'tapi', 'juga', 'dengan', 'hati', 'warga', 'jateng', 'sambut', 'positif', 'bijaksana', 'dan', 'ceria', 'bakwanajala', 'gp', 'presiden']","['ganjar', 'pranowo', 'adalah', 'calon', 'presiden', 'yang', 'tidak_hanya', 'pimpin', 'dengan', 'kepala', 'tapi', 'juga', 'dengan', 'hati', 'warga', 'jateng', 'sambut', 'positif', 'bijaksana', 'dan', 'ceria', 'bakwanajala', 'gp', 'presiden']"
"['pak', 'ganjar', 'pranowo', 'jalan', 'jalan', 'pagi', 'di', 'karawang']","['pak', 'ganjar', 'pranowo', 'jalan', 'jalan', 'pagi', 'di', 'karawang']"
"['mesra', 'keluarga', 'ganjar', 'pranowo', 'ingat', 'kita', 'akan', 'penting', 'hangat', 'dalam', 'tiap', 'bijak', 'dan', 'tindak', 'somarkeu', 'gp', 'presiden']","['mesra', 'keluarga', 'ganjar', 'pranowo', 'ingat', 'kita', 'akan', 'penting', 'hangat', 'dalam', 'tiap', 'bijak', 'dan', 'tindak', 'somarkeu', 'gp', 'presiden']"
"['ganjar', 'pranowo', 'bukti', 'bahwa', 'cinta', 'pada', 'keluarga', 'jalan', 'dengan', 'cinta', 'pada', 'tanah', 'air', 'txtfromjodi', 'gp', 'presiden']","['ganjar', 'pranowo', 'bukti', 'bahwa', 'cinta', 'pada', 'keluarga', 'jalan', 'dengan', 'cinta', 'pada', 'tanah', 'air', 'txtfromjodi', 'gp', 'presiden']"
"['jakarta', 'akan', 'makin', 'martabat', 'dengan', 'pimpin', 'yang', 'prioritas', 'penting', 'rakyat', 'seperti', 'mas', 'ganjar', 'azrielilhmz', 'gp', 'presiden']","['jakarta', 'akan', 'makin', 'martabat', 'dengan', 'pimpin', 'yang', 'prioritas', 'penting', 'rakyat', 'seperti', 'mas', 'ganjar', 'azrielilhmz', 'gp', 'presiden']"
"['akrab', 'keluarga', 'ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'jadi', 'pilar', 'kuat', 'untuk', 'pimpin', 'dengan', 'empati', 'dan', 'bijaksana', 'awkrong', 'gp', 'presiden']","['akrab', 'keluarga', 'ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'jadi', 'pilar', 'kuat', 'untuk', 'pimpin', 'dengan', 'empati', 'dan', 'bijaksana', 'awkrong', 'gp', 'presiden']"
"['dewasa', 'dan', 'bijaksana', 'mas', 'ganjar', 'pranowo', 'dalam', 'pimpin', 'keluarga', 'adalah', 'cermin', 'dari', 'pimpin', 'di', 'kancah', 'politik', 'sandysembarang', 'gp', 'presiden']","['dewasa', 'dan', 'bijaksana', 'mas', 'ganjar', 'pranowo', 'dalam', 'pimpin', 'keluarga', 'adalah', 'cermin', 'dari', 'pimpin', 'di', 'kancah', 'politik', 'sandysembarang', 'gp', 'presiden']"
"['lihat', 'akrab', 'keluarga', 'mas', 'ganjar', 'pranowo', 'buat', 'saya', 'yakin', 'bahwa', 'beliau', 'adalah', 'pimpin', 'yang', 'tidak_hanya', 'karakter', 'kuat', 'tapi', 'juga', 'penuh', 'kasih', 'sayang', 'sbnftrn', 'gp', 'presiden']","['lihat', 'akrab', 'keluarga', 'mas', 'ganjar', 'pranowo', 'buat', 'saya', 'yakin', 'bahwa', 'beliau', 'adalah', 'pimpin', 'yang', 'tidak_hanya', 'karakter', 'kuat', 'tapi', 'juga', 'penuh', 'kasih', 'sayang', 'sbnftrn', 'gp', 'presiden']"
"['dewasa', 'mas', 'ganjar', 'dalam', 'bangun', 'harmoni', 'keluarga', 'adalah', 'aset', 'harga', 'yang', 'ingin', 'oleh', 'seluruh', 'warga', 'jatim', 'sukses', 'untuk', 'beliau', 'di', 'kancah', 'nasional', 'tokopidea', 'gp', 'presiden']","['dewasa', 'mas', 'ganjar', 'dalam', 'bangun', 'harmoni', 'keluarga', 'adalah', 'aset', 'harga', 'yang', 'ingin', 'oleh', 'seluruh', 'warga', 'jatim', 'sukses', 'untuk', 'beliau', 'di', 'kancah', 'nasional', 'tokopidea', 'gp', 'presiden']"
"['hangat', 'keluarga', 'ganjar', 'pranowo', 'adalah', 'investasi', 'jangka', 'panjang', 'untuk', 'cipta', 'generasi', 'yang', 'lebih', 'baik', 'rysuf', 'gp', 'presiden']","['hangat', 'keluarga', 'ganjar', 'pranowo', 'adalah', 'investasi', 'jangka', 'panjang', 'untuk', 'cipta', 'generasi', 'yang', 'lebih', 'baik', 'rysuf', 'gp', 'presiden']"
"['akrab', 'pak', 'ganjar', 'dengan', 'keluarga', 'adalah', 'cermin', 'bahwa', 'beliau', 'adalah', 'pimpin', 'yang', 'dekat', 'dengan', 'rakyat', 'jakarta', 'pasti', 'akan', 'rasa', 'hangat', 'ini', 'berihyun', 'gp', 'presiden']","['akrab', 'pak', 'ganjar', 'dengan', 'keluarga', 'adalah', 'cermin', 'bahwa', 'beliau', 'adalah', 'pimpin', 'yang', 'dekat', 'dengan', 'rakyat', 'jakarta', 'pasti', 'akan', 'rasa', 'hangat', 'ini', 'berihyun', 'gp', 'presiden']"
"['ganjar', 'pranowo', 'tunjuk', 'bahwa', 'pimpin', 'yang', 'kuat', 'mulai', 'dari', 'fondasi', 'keluarga', 'yang', 'solid', 'dan', 'hangat', 'tuzoaeiry', 'gp', 'presiden']","['ganjar', 'pranowo', 'tunjuk', 'bahwa', 'pimpin', 'yang', 'kuat', 'mulai', 'dari', 'fondasi', 'keluarga', 'yang', 'solid', 'dan', 'hangat', 'tuzoaeiry', 'gp', 'presiden']"
"['moga', 'dukung', 'warga', 'jatim', 'untuk', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'makin', 'dukung', 'ingat', 'komitmen', 'mereka', 'hadap', 'bangun', 'daerah', 'scarlet', 'gp', 'presiden']","['moga', 'dukung', 'warga', 'jatim', 'untuk', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'makin', 'dukung', 'ingat', 'komitmen', 'mereka', 'hadap', 'bangun', 'daerah', 'scarlet', 'gp', 'presiden']"
"['ganjar', 'pranowo', 'lihat', 'bahwa', 'pimpin', 'yang', 'arah', 'mulai', 'dari', 'kerjasama', 'harmonis', 'dalam', 'lingkung', 'keluarga', 'abcdefghijshhd', 'gp', 'presiden']","['ganjar', 'pranowo', 'lihat', 'bahwa', 'pimpin', 'yang', 'arah', 'mulai', 'dari', 'kerjasama', 'harmonis', 'dalam', 'lingkung', 'keluarga', 'abcdefghijshhd', 'gp', 'presiden']"
"['ganjar', 'pranowo', 'dengan', 'pihak', 'pada', 'kembang', 'ekonomi', 'daerah', 'akan', 'bawa', 'lanjut', 'bangun', 'ke', 'tingkat', 'nasional', 'dayat', 'gp', 'presiden']","['ganjar', 'pranowo', 'dengan', 'pihak', 'pada', 'kembang', 'ekonomi', 'daerah', 'akan', 'bawa', 'lanjut', 'bangun', 'ke', 'tingkat', 'nasional', 'dayat', 'gp', 'presiden']"
"['semangat', 'layan', 'mas', 'ganjar', 'dan', 'pak', 'mahfud', 'dalam', 'maju', 'jatim', 'dan', 'indonesia', 'patut', 'acung', 'jempol', 'mereka', 'bukti', 'bahwa', 'hasil', 'buah', 'negara', 'mulai', 'dari', 'pimpin', 'yang', 'integritas', 'dan', 'tulus', 'taemoonwo', 'gp', 'presiden']","['semangat', 'layan', 'mas', 'ganjar', 'dan', 'pak', 'mahfud', 'dalam', 'maju', 'jatim', 'dan', 'indonesia', 'patut', 'acung', 'jempol', 'mereka', 'bukti', 'bahwa', 'hasil', 'buah', 'negara', 'mulai', 'dari', 'pimpin', 'yang', 'integritas', 'dan', 'tulus', 'taemoonwo', 'gp', 'presiden']"
"['dukung', 'warga', 'jakarta', 'untuk', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'makin', 'kuat', 'telah', 'lihat', 'sama', 'mereka', 'dalam', 'video', 'sebut', 'comeback', 'lagi', 'gp', 'presiden']","['dukung', 'warga', 'jakarta', 'untuk', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'makin', 'kuat', 'telah', 'lihat', 'sama', 'mereka', 'dalam', 'video', 'sebut', 'comeback', 'lagi', 'gp', 'presiden']"
"['akrab', 'mas', 'ganjar', 'dengan', 'anak', 'anak', 'beri', 'optimisme', 'bahwa', 'masa', 'depan', 'indonesia', 'akan', 'pimpin', 'oleh', 'generasi', 'yang', 'baik', 'swiftieanjing', 'gp', 'presiden']","['akrab', 'mas', 'ganjar', 'dengan', 'anak', 'anak', 'beri', 'optimisme', 'bahwa', 'masa', 'depan', 'indonesia', 'akan', 'pimpin', 'oleh', 'generasi', 'yang', 'baik', 'swiftieanjing', 'gp', 'presiden']"
"['mesra', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'ingat', 'kita', 'bahwa', 'orang', 'pimpin', 'sejati', 'harus', 'bisa', 'ayom', 'masyarakat', 'danawalpanitia', 'gp', 'presiden']","['mesra', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'ingat', 'kita', 'bahwa', 'orang', 'pimpin', 'sejati', 'harus', 'bisa', 'ayom', 'masyarakat', 'danawalpanitia', 'gp', 'presiden']"
"['dukung', 'saya', 'penuh', 'untuk', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'harap', 'hangat', 'keluarga', 'jadi', 'pondasi', 'pimpin', 'mereka', 'juztmingyu', 'gp', 'presiden']","['dukung', 'saya', 'penuh', 'untuk', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'harap', 'hangat', 'keluarga', 'jadi', 'pondasi', 'pimpin', 'mereka', 'juztmingyu', 'gp', 'presiden']"
"['moga', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'dapat', 'bawa', 'nilai', 'nilai', 'keluarga', 'ke', 'dalam', 'tiap', 'bijak', 'dan', 'tindak', 'mereka', 'sendyakutuh', 'gp', 'presiden']","['moga', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'dapat', 'bawa', 'nilai', 'nilai', 'keluarga', 'ke', 'dalam', 'tiap', 'bijak', 'dan', 'tindak', 'mereka', 'sendyakutuh', 'gp', 'presiden']"
"['lihat', 'mesra', 'keluarga', 'mas', 'ganjar', 'pranowo', 'buat', 'saya', 'yakin', 'bahwa', 'peduli', 'hadap', 'keluarga', 'juga', 'akan', 'cermin', 'dalam', 'pimpin', 'seblakenakges', 'gp', 'presiden']","['lihat', 'mesra', 'keluarga', 'mas', 'ganjar', 'pranowo', 'buat', 'saya', 'yakin', 'bahwa', 'peduli', 'hadap', 'keluarga', 'juga', 'akan', 'cermin', 'dalam', 'pimpin', 'seblakenakges', 'gp', 'presiden']"
"['video', 'tentang', 'mesra', 'keluarga', 'mas', 'ganjar', 'pranowo', 'ajar', 'kita', 'bahwa', 'orang', 'pimpin', 'sejati', 'harus', 'bisa', 'jadi', 'panutan', 'dalam', 'segala', 'aspek', 'hidup', 'viemstora', 'gp', 'presiden']","['video', 'tentang', 'mesra', 'keluarga', 'mas', 'ganjar', 'pranowo', 'ajar', 'kita', 'bahwa', 'orang', 'pimpin', 'sejati', 'harus', 'bisa', 'jadi', 'panutan', 'dalam', 'segala', 'aspek', 'hidup', 'viemstora', 'gp', 'presiden']"
"['mesra', 'pak', 'ganjar', 'dengan', 'keluarga', 'adalah', 'cermin', 'bahwa', 'beliau', 'adalah', 'pimpin', 'yang', 'milik', 'hati', 'nurani', 'jakarta', 'pasti', 'akan', 'rasa', 'baik', 'hati', 'ini', 'berkah', 'yah', 'gp', 'presiden']","['mesra', 'pak', 'ganjar', 'dengan', 'keluarga', 'adalah', 'cermin', 'bahwa', 'beliau', 'adalah', 'pimpin', 'yang', 'milik', 'hati', 'nurani', 'jakarta', 'pasti', 'akan', 'rasa', 'baik', 'hati', 'ini', 'berkah', 'yah', 'gp', 'presiden']"
"['moga', 'bijak', 'bijak', 'mas', 'ganjar', 'pranowo', 'dapat', 'angkat', 'sejahtera', 'rakyat', 'jatim', 'dukung', 'penuh', 'untuk', 'juang', 'beliau', 'trahsly', 'gp', 'presiden']","['moga', 'bijak', 'bijak', 'mas', 'ganjar', 'pranowo', 'dapat', 'angkat', 'sejahtera', 'rakyat', 'jatim', 'dukung', 'penuh', 'untuk', 'juang', 'beliau', 'trahsly', 'gp', 'presiden']"
"['mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'duo', 'hebat', 'yang', 'akan', 'bawa', 'jatim', 'ke', 'puncak', 'jaya', 'homongapakensis', 'gp', 'presiden']","['mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'duo', 'hebat', 'yang', 'akan', 'bawa', 'jatim', 'ke', 'puncak', 'jaya', 'homongapakensis', 'gp', 'presiden']"
"['sama', 'keluarga', 'ganjar', 'pranowo', 'ingat', 'kita', 'akan', 'penting', 'nilai', 'nilai', 'keluarga', 'dalam', 'pimpin', 'bebskiih', 'gp', 'presiden']","['sama', 'keluarga', 'ganjar', 'pranowo', 'ingat', 'kita', 'akan', 'penting', 'nilai', 'nilai', 'keluarga', 'dalam', 'pimpin', 'bebskiih', 'gp', 'presiden']"
"['sifat', 'tegas', 'pak', 'ganjar', 'cipta', 'kesan', 'bahwa', 'beliau', 'adalah', 'pimpin', 'yang', 'tidak_takut', 'ambil', 'putus', 'sulit', 'demi', 'baik', 'sama', 'asylhe', 'gp', 'presiden']","['sifat', 'tegas', 'pak', 'ganjar', 'cipta', 'kesan', 'bahwa', 'beliau', 'adalah', 'pimpin', 'yang', 'tidak_takut', 'ambil', 'putus', 'sulit', 'demi', 'baik', 'sama', 'asylhe', 'gp', 'presiden']"
"['moga', 'ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'hadir', 'pimpin', 'yang', 'wujud', 'bahagia', 'rakyat', 'sukma', 'gp', 'presiden']","['moga', 'ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'hadir', 'pimpin', 'yang', 'wujud', 'bahagia', 'rakyat', 'sukma', 'gp', 'presiden']"
"['mesra', 'ganjar', 'pranowo', 'dalam', 'keluarga', 'cipta', 'gambar', 'pimpin', 'yang', 'tanggung', 'jawab', 'biiyant', 'gp', 'presiden']","['mesra', 'ganjar', 'pranowo', 'dalam', 'keluarga', 'cipta', 'gambar', 'pimpin', 'yang', 'tanggung', 'jawab', 'biiyant', 'gp', 'presiden']"
"['kualitas', 'pimpin', 'mas', 'ganjar', 'pranowo', 'tampak', 'bentuk', 'dari', 'fondasi', 'keluarga', 'yang', 'kuat', 'moga', 'hangat', 'ini', 'luas', 'ke', 'seluruh', 'negeri', 'syaafiqi', 'gp', 'presiden']","['kualitas', 'pimpin', 'mas', 'ganjar', 'pranowo', 'tampak', 'bentuk', 'dari', 'fondasi', 'keluarga', 'yang', 'kuat', 'moga', 'hangat', 'ini', 'luas', 'ke', 'seluruh', 'negeri', 'syaafiqi', 'gp', 'presiden']"
"['ganjar', 'pranowo', 'gubernur', 'yang', 'tidak_hanya', 'serius', 'dalam', 'kerja', 'tapi', 'juga', 'serius', 'dalam', 'bawa', 'bahagia', 'bagi', 'masyarakat', 'bawbaw', 'gp', 'presiden']","['ganjar', 'pranowo', 'gubernur', 'yang', 'tidak_hanya', 'serius', 'dalam', 'kerja', 'tapi', 'juga', 'serius', 'dalam', 'bawa', 'bahagia', 'bagi', 'masyarakat', 'bawbaw', 'gp', 'presiden']"
"['jakarta', 'pasti', 'akan', 'kembang', 'dengan', 'pimpin', 'yang', 'paham', 'nilai', 'nilai', 'keluarga', 'seperti', 'mas', 'ganjar', 'gp', 'presiden']","['jakarta', 'pasti', 'akan', 'kembang', 'dengan', 'pimpin', 'yang', 'paham', 'nilai', 'nilai', 'keluarga', 'seperti', 'mas', 'ganjar', 'gp', 'presiden']"
"['partai', 'gaskeun', 'pak', 'ganjar']","['partai', 'laksanakan', 'pak', 'ganjar']"
"['perkasahabsyah', 'anies', 'prabowo', 'masuk', 'putar', 'dua', 'kubu', 'ganjar', 'koalisi', 'dg', 'anies', 'gt', 'ya', 'mau']","['perkasahabsyah', 'anies', 'prabowo', 'masuk', 'putar', 'dua', 'kubu', 'ganjar', 'koalisi', 'dg', 'anies', 'begitu', 'iya', 'mau']"
"['dukung', 'saya', 'untuk', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'mereka', 'adalah', 'pasang', 'yang', 'harap', 'dapat', 'bawa', 'ubah', 'positif', 'untuk', 'negeri', 'ini', 'sayaainaa', 'gp', 'presiden']","['dukung', 'saya', 'untuk', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'mereka', 'adalah', 'pasang', 'yang', 'harap', 'dapat', 'bawa', 'ubah', 'positif', 'untuk', 'negeri', 'ini', 'sayaainaa', 'gp', 'presiden']"
"['pimpin', 'yang', 'depan', 'nilai', 'keluarga', 'akan', 'lebih', 'peka', 'hadap', 'butuh', 'rakyat', 'sukses', 'terus', 'mas', 'ganjar', 'setyotontowi', 'gp', 'presiden']","['pimpin', 'yang', 'depan', 'nilai', 'keluarga', 'akan', 'lebih', 'peka', 'hadap', 'butuh', 'rakyat', 'sukses', 'terus', 'mas', 'ganjar', 'setyotontowi', 'gp', 'presiden']"
"['srimulat', 'dan', 'ganjar', 'pranowo', 'padu', 'yang', 'luar', 'biasa', 'cipta', 'suasana', 'akrab', 'di', 'tengah', 'politik', 'yang', 'seringkali', 'tegang', 'baysdw', 'gp', 'presiden']","['srimulat', 'dan', 'ganjar', 'pranowo', 'padu', 'yang', 'luar', 'biasa', 'cipta', 'suasana', 'akrab', 'di', 'tengah', 'politik', 'yang', 'seringkali', 'tegang', 'baysdw', 'gp', 'presiden']"
"['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'dua', 'sosok', 'yang', 'milik', 'rekam', 'jejak', 'positif', 'dan', 'kredibilitas', 'yang', 'tinggi', 'bejdj', 'gp', 'presiden']","['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'dua', 'sosok', 'yang', 'milik', 'rekam', 'jejak', 'positif', 'dan', 'kredibilitas', 'yang', 'tinggi', 'bejdj', 'gp', 'presiden']"
"['ganjar', 'pranowo', 'dan', 'atikoh', 'tunjuk', 'bahwa', 'cinta', 'keluarga', 'dapat', 'jadi', 'sumber', 'kuat', 'dalam', 'hadap', 'tantang', 'bagai', 'pimpin', 'dedebudiastawa', 'gp', 'presiden']","['ganjar', 'pranowo', 'dan', 'atikoh', 'tunjuk', 'bahwa', 'cinta', 'keluarga', 'dapat', 'jadi', 'sumber', 'kuat', 'dalam', 'hadap', 'tantang', 'bagai', 'pimpin', 'dedebudiastawa', 'gp', 'presiden']"
"['dekat', 'pak', 'ganjar', 'dengan', 'alam', 'dan', 'keluarga', 'beri', 'gambar', 'bahwa', 'jakarta', 'di', 'bawah', 'pimpin', 'akan', 'lebih', 'peduli', 'hadap', 'lingkung', 'dan', 'sama', 'berita', 'news', 'gp', 'presiden']","['dekat', 'pak', 'ganjar', 'dengan', 'alam', 'dan', 'keluarga', 'beri', 'gambar', 'bahwa', 'jakarta', 'di', 'bawah', 'pimpin', 'akan', 'lebih', 'peduli', 'hadap', 'lingkung', 'dan', 'sama', 'berita', 'news', 'gp', 'presiden']"
"['akrab', 'keluarga', 'mas', 'ganjar', 'pranowo', 'jadi', 'inspirasi', 'bahwa', 'orang', 'pimpin', 'sejati', 'tidak_lupa', 'nilai', 'nilai', 'keluarga', 'stroutto', 'gp', 'presiden']","['akrab', 'keluarga', 'mas', 'ganjar', 'pranowo', 'jadi', 'inspirasi', 'bahwa', 'orang', 'pimpin', 'sejati', 'tidak_lupa', 'nilai', 'nilai', 'keluarga', 'stroutto', 'gp', 'presiden']"
"['dewasa', 'dan', 'berani', 'mas', 'ganjar', 'pranowo', 'dalam', 'pimpin', 'keluarga', 'adalah', 'bukti', 'bahwa', 'beliau', 'adalah', 'pimpin', 'yang', 'penuh', 'integritas', 'sankaalfian', 'gp', 'presiden']","['dewasa', 'dan', 'berani', 'mas', 'ganjar', 'pranowo', 'dalam', 'pimpin', 'keluarga', 'adalah', 'bukti', 'bahwa', 'beliau', 'adalah', 'pimpin', 'yang', 'penuh', 'integritas', 'sankaalfian', 'gp', 'presiden']"
"['umur', 'anies', 'ganjar', 'an', 'prabowo', 'an', 'bjir']","['umur', 'anies', 'ganjar', 'an', 'prabowo', 'an', 'bjir']"
"['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'moga', 'pimpin', 'kalian', 'bawa', 'bahagia', 'bagi', 'rakyat', 'jakarta', 'dipdopss', 'gp', 'presiden']","['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'moga', 'pimpin', 'kalian', 'bawa', 'bahagia', 'bagi', 'rakyat', 'jakarta', 'dipdopss', 'gp', 'presiden']"
"['sifat', 'akrab', 'dan', 'penuh', 'kasih', 'mas', 'ganjar', 'pranowo', 'hadap', 'keluarga', 'adalah', 'sumber', 'inspirasi', 'yang', 'luar', 'biasa', 'moga', 'bijak', 'bijak', 'beliau', 'juga', 'cermin', 'peduli', 'yang', 'sama', 'hadap', 'rakyat', 'tedjo', 'gp', 'presiden']","['sifat', 'akrab', 'dan', 'penuh', 'kasih', 'mas', 'ganjar', 'pranowo', 'hadap', 'keluarga', 'adalah', 'sumber', 'inspirasi', 'yang', 'luar', 'biasa', 'moga', 'bijak', 'bijak', 'beliau', 'juga', 'cermin', 'peduli', 'yang', 'sama', 'hadap', 'rakyat', 'tedjo', 'gp', 'presiden']"
"['akrab', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'cipta', 'gambar', 'bahwa', 'orang', 'pimpin', 'harus', 'bisa', 'jadi', 'teladan', 'bagi', 'keluarga', 'sendiri', 'sassinious', 'gp', 'presiden']","['akrab', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'cipta', 'gambar', 'bahwa', 'orang', 'pimpin', 'harus', 'bisa', 'jadi', 'teladan', 'bagi', 'keluarga', 'sendiri', 'sassinious', 'gp', 'presiden']"
"['mesra', 'dan', 'harmonis', 'keluarga', 'ganjar', 'pranowo', 'adalah', 'fondasi', 'yang', 'kokoh', 'untuk', 'bangun', 'fondasi', 'negara', 'yang', 'kuat', 'ruuangboboo', 'gp', 'presiden']","['mesra', 'dan', 'harmonis', 'keluarga', 'ganjar', 'pranowo', 'adalah', 'fondasi', 'yang', 'kokoh', 'untuk', 'bangun', 'fondasi', 'negara', 'yang', 'kuat', 'ruuangboboo', 'gp', 'presiden']"
"['dekat', 'keluarga', 'mas', 'ganjar', 'cipta', 'atmosfer', 'positif', 'yang', 'sangat', 'butuh', 'oleh', 'ibu', 'kota', 'kita', 'azzam', 'sazzam', 'gp', 'presiden']","['dekat', 'keluarga', 'mas', 'ganjar', 'cipta', 'atmosfer', 'positif', 'yang', 'sangat', 'butuh', 'oleh', 'ibu', 'kota', 'kita', 'azzam', 'sazzam', 'gp', 'presiden']"
"['paltiwest', 'oh', 'pola', 'gitu', 'kalo', 'ada', 'survey', 'yg', 'menang', 'ganjar', 'percaya']","['paltiwest', 'oh', 'pola', 'gitu', 'kalau', 'ada', 'survey', 'yang', 'menang', 'ganjar', 'percaya']"
"['lihat', 'video', 'mesra', 'keluarga', 'ganjar', 'pranowo', 'buat', 'saya', 'yakin', 'bahwa', 'pimpin', 'beliau', 'akan', 'bawa', 'harmonis', 'di', 'tengah', 'masyarakat', 'jakarta', 'akmalhiba', 'gp', 'presiden']","['lihat', 'video', 'mesra', 'keluarga', 'ganjar', 'pranowo', 'buat', 'saya', 'yakin', 'bahwa', 'pimpin', 'beliau', 'akan', 'bawa', 'harmonis', 'di', 'tengah', 'masyarakat', 'jakarta', 'akmalhiba', 'gp', 'presiden']"
"['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'adalah', 'harap', 'baru', 'bagi', 'jakarta', 'untuk', 'milik', 'pimpin', 'yang', 'tidak_hanya', 'pintar', 'tetapi', 'juga', 'penuh', 'empati', 'dumbb', 'gp', 'presiden']","['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'adalah', 'harap', 'baru', 'bagi', 'jakarta', 'untuk', 'milik', 'pimpin', 'yang', 'tidak_hanya', 'pintar', 'tetapi', 'juga', 'penuh', 'empati', 'dumbb', 'gp', 'presiden']"
"['keluarga', 'adalah', 'pangkal', 'dari', 'segala', 'dan', 'mas', 'ganjar', 'telah', 'bukti', 'bahwa', 'dia', 'mampu', 'jaga', 'pangkal', 'dengan', 'baik', 'tiaraswan', 'gp', 'presiden']","['keluarga', 'adalah', 'pangkal', 'dari', 'segala', 'dan', 'mas', 'ganjar', 'telah', 'bukti', 'bahwa', 'dia', 'mampu', 'jaga', 'pangkal', 'dengan', 'baik', 'tiaraswan', 'gp', 'presiden']"
"['alextham', 'wkakam', 'sok', 'ngajari', 'tani', 'di', 'kampoengku', 'di', 'jateng', 'sudah', 'jalal', 'pupuk', 'organik', 'yg', 'di', 'support', 'pemda', 'jaman', 'ganjar']","['alextham', 'wkakam', 'sok', 'ngajari', 'tani', 'di', 'kampoengku', 'di', 'jateng', 'sudah', 'jalal', 'pupuk', 'organik', 'yang', 'di', 'support', 'pemerintah daerah', 'jaman', 'ganjar']"
"['aksi', 'komedi', 'ganjar', 'sama', 'srimulat', 'benar', 'benar', 'pukau', 'cocok', 'banget', 'jadi', 'presiden', 'yang', 'bisa', 'dekat', 'dengan', 'rakyat', 'bancetcetos', 'gp', 'presiden']","['aksi', 'komedi', 'ganjar', 'sama', 'srimulat', 'benar', 'benar', 'pukau', 'cocok', 'banget', 'jadi', 'presiden', 'yang', 'bisa', 'dekat', 'dengan', 'rakyat', 'bancetcetos', 'gp', 'presiden']"
"['akrab', 'keluarga', 'ganjar', 'pranowo', 'adalah', 'cermin', 'dari', 'pimpin', 'yang', 'paham', 'bahwa', 'bahagia', 'mulai', 'dari', 'keluarga', 'shaazil', 'gp', 'presiden']","['akrab', 'keluarga', 'ganjar', 'pranowo', 'adalah', 'cermin', 'dari', 'pimpin', 'yang', 'paham', 'bahwa', 'bahagia', 'mulai', 'dari', 'keluarga', 'shaazil', 'gp', 'presiden']"
"['ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'adalah', 'tandem', 'yang', 'harap', 'mampu', 'hadir', 'ubah', 'positif', 'mesra', 'mereka', 'dengan', 'keluarga', 'cipta', 'harap', 'akan', 'pimpin', 'yang', 'penuh', 'empati', 'vouesemz', 'gp', 'presiden']","['ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'adalah', 'tandem', 'yang', 'harap', 'mampu', 'hadir', 'ubah', 'positif', 'mesra', 'mereka', 'dengan', 'keluarga', 'cipta', 'harap', 'akan', 'pimpin', 'yang', 'penuh', 'empati', 'vouesemz', 'gp', 'presiden']"
"['dukung', 'saya', 'untuk', 'mas', 'ganjar', 'dan', 'pak', 'mahfud', 'karena', 'mereka', 'tidak_hanya', 'punya', 'visi', 'untuk', 'negara', 'tapi', 'juga', 'cinta', 'yang', 'besar', 'untuk', 'keluarga', 'tiramissad', 'gp', 'presiden']","['dukung', 'saya', 'untuk', 'mas', 'ganjar', 'dan', 'pak', 'mahfud', 'karena', 'mereka', 'tidak_hanya', 'punya', 'visi', 'untuk', 'negara', 'tapi', 'juga', 'cinta', 'yang', 'besar', 'untuk', 'keluarga', 'tiramissad', 'gp', 'presiden']"
